,0,1
3642, could not because was ic ##ing, will if is air
3643,oil,water
3644,dancing,movies
3645, outside, into bathroom
3646, plane, garbage truck
3647, watch tv, sleep
3648,garden,moon
3649,boss,dog
3650,lamp,sun
3651,house,car
3652,pizza,gravel
3653,tree,building
3654, muscle, plant your
3655, john read, placed itself on the shelf
3656,bat,baseball
3657,scratch,stretch
3658,concrete,lawn
3659,lose,win
3660,bird,##aries
3661,, painted and not
3662,sheep,salmon
3663, a child, pudding
3664, chips and salsa, mirrors
3665,germany,china
3666, for, a cow
3667,tiger,fireplace
3668,plane,ship
3669, cooking, personal groom ##ing
3670, run while jogging, jo ##g in the mall
3671,cleaned,ignored
3672,blue,red
3673, bike, polar bear
3674, toast ##ed cheese and tuna sandwiches, steam trains
3675,before,after
3676,coffee,spider
3677,information,cheese
3678,walking,speaking
3679,bike,car
3680, doesn ' t,
3681,eyes,teeth
3682,on,off
3683,trains,trees
3684,hair,feet
3685,cats,fishes
3686,winter,summer
3687,modern,ancient
3688,court,gym
3689,more,less
3690,the,a
3691, a meters man, years old
3692,cook,teacher
3693, rib ##ca ##ge, blood
3694, jack ##s, tiger
3695,all,some
3696, newspapers, a dictionary
3697,pig,student
3698,war,peace
3699, things look, thin ##s jump
3700,furniture,fortune
3701,flexible,faster
3702,four,three
3703,buses,ships
3704,enemy,friend
3705,wood,water
3706,root,foot
3707, shark, gold ##fish
3708,ticket,phone
3709,on,off
3710,iron,paper
3711,smells,see
3712,changed,ate
3713,wood,plastic
3714,cow,dog
3715,goodbye,hello
3716,film,music
3717, apples, pear ##s
3718, tubes, cube ##s
3719,halloween,christmas
3720,boss,children
3721, legs are ., head is
3722,fall,spring
3723,automatically,manually
3724,laughter,crying
3725,bag,bug
3726,garage,mall
3727, cover, mo ##p the floor
3728,cookies,grass
3729,clouds,bed
3730,autumn,winter
3731,some,all
3732,bear,beer
3733,bottle,pot
3734,colder,hotter
3735,cold,warmth
3736,zoo,zone
3737,happy,dismay
3738, aunt for, 5 - year - old kid on
3739,more,less
3740,square,round
3741,water,stone
3742,lives,live
3743,concert,concord
3744,mars,us
3745,sunny,rainy
3746,cold,hot
3747,move,movie
3748,off,on
3749,before,after
3750,, ##pan
3751,bowl,umbrella
3752,excited,nervous
3753, flash memory, mouse
3754,hot,cold
3755, ' t if don ' t read, by reading
3756,eat,play
3757,molecules,stone
3758,hockey,basketball
3759,tiny,large
3760,stone,forest
3761,some,all
3762,steak,coffee
3763,stars,sun
3764,feather,father
3765,slower,faster
3766, paper, chop ##ping block
3767,ink,water
3768,north,south
3769,sausage,dog
3770,eating,play
3771,bed,cup
3772,star,baby
3773,food,pens
3774,pool,ocean
3775,zoo,restaurant
3776, use, plastic
3777,house,horse
3778,eating,bathing
3779,pope,buddha
3780, ch ##lor ##op ##hyl ##l, water
3781,man,baby
3782,different,relationship
3783,cell,call
3784,shoes,earrings
3785, pond, sea
3786,city,wall
3787,time,tie
3788,school,hospital
3789, wash ##rooms, stables
3790,musician,physicist
3791,old,new
3792,snake,owls
3793, star ., diamond
3794,off,on
3795,hair,hare
3796,toy,bear
3797, de -,
3798, umbrella, lot ##ion
3799,##ine,nerve
3800, ear ##phones, lou ##sp ##eak ##ers
3801,shoes,legs
3802,bigger,smaller
3803, pan ##s, pens
3804, plays sneakers, play skate ##s
3805,, strong ##box
3806,spicy,sweet
3807,stones,eggs
3808,crocodile,dog
3809,tigers,cats
3810,musician,artist
3811,stones,stars
3812,keystone,branch
3813, drinking, watering the
3814,##s,##lings
3815,colder,hotter
3816,cold,hot
3817,bread,wine
3818,water,zoo
3819,water,paint
3820, con ##ain ink, contain inn
3821,tie,helmet
3822,cities,countryside
3823,clothes,close
3824,like,hate
3825,spot,sport
3826,vent,dog
3827,wine,water
3828,band,state
3829,stone,egg
3830,arms,legs
3831,milk,water
3832,woods,moods
3833,before,after
3834, stars, organic fruits
3835,face,teeth
3836,panda,baby
3837,math,dancing
3838, hundred ., husband
3839,bird,plane
3840,read,sing
3841,older,younger
3842,hands,eyes
3843, some colours, someone
3844,mouth,eyes
3845, light bigger, smaller
3846,##hand,.
3847,hot,cold
3848, emotion, tire .
3849,sick,stick
3850,road,river
3851, car ##ni ##vor ##e, herb ##ivo ##re
3852,book,stone
3853, gold ##fish, whales
3854,heaven,america
3855,the,a
3856, i like, my dog loves
3857, a subject, breathing
3858,bus,motorcycle
3859, sun, moon
3860,gasoline,air
3861, chop ##stick ##s, highlight ##er
3862,summer,winter
3863, hospital, police office .
3864,gun,pencil
3865,wedding,funeral
3866, teachers, a student
3867,flying,eating
3868,country,city
3869,backyard,backpack
3870,block,black
3871, mel ##aton ##in, ecstasy
3872,bird,elephant
3873, people, gold ##fish
3874,tomatoes,apples
3875, go sleep, stay
3876, talks for staying awake car, stays sleepy cat
3877,mom,cat
3878, gas station, supermarket
3879,snow,wind
3880, tree, high rise
3881, big tree is, umbrella ##s are
3882,full,clean
3883, microscope, ste ##th ##os ##cope
3884,head,hand
3885, losing, winning .
3886,employees,employers
3887, put on shoes, wear necklace
3888,tennis,bicycle
3889,guns,computers
3890,kids,adults
3891,dirty,art
3892,yellow,red
3893,##tor,conditioning
3894,stones,money
3895,chicken,kitchen
3896, things more interesting things, no ##ice louder no ##ice
3897,stone,bananas
3898, milk, pu ##rified water
3899,opponents,teammates
3900,journey,journal
3901,baby,doctor
3902,deaf,dumb
3903,, candy
3904,school,garment
3905,performer,criminal
3906,geology,medical
3907,.,storm
3908, maintain, des ##tory
3909,speaking,swimming
3910,tv,clock
3911,dog,dinosaur
3912,butterfly,eagle
3913,rain,ruin
3914,##r,##cloth
3915,baseball,football
3916,lakes,stone
3917,grass,stone
3918,sad,happy
3919, ba ##ux ##ite, water
3920,dog,mosquito
3921,bigger,smaller
3922, green plants, cats
3923,pig,cat
3924,dog,elephant
3925,seeing,feeling
3926,repair,clothing
3927,piano,violin
3928,night,noon
3929,documents,socks
3930, drying, wet ##ing
3931,book,flower
3932,water,ice
3933,smaller,larger
3934,rain,air
3935,happy,sad
3936, earth, venus
3937,lake,forest
3938, new york city, a village
3939,monkey,hockey
3940, supermarket, barber ##sho ##p
3941, men ##d, mind
3942,lunch,dinner
3943,information,stamp
3944,wealth,intelligence
3945,plane,chair
3946,television,mp3
3947,wash,break
3948,soil,quartz
3949,wine,tea
3950,wedding,birthday
3951,beautiful,horrible
3952,ocean,sky
3953,picture,patch
3954, sky ##pe, youtube
3955,happy,sad
3956, fixed telephone ##s, computers
3957, eat, run .
3958,shorter,longer
3959,manipulation,fun
3960, coal ##e, coat
3961, has vision, have sense of smell
3962,harmful,good
3963,mummy,money
3964,touching,listening
3965, per ##ference, reference
3966, in ##ed ##ible, edible
3967,cabin,cabinet
3968,partner,opponent
3969,milk,coffee
3970,deer,dragon
3971,artists,doctors
3972,some,all
3973,weasel,shark
3974,four,no
3975,food,stone
3976,sugar,fiber
3977,help,hurt
3978,thin,thick
3979,hands,legs
3980,dark,night
3981, iron, al ##uni ##num
3982,minister,criminal
3983,cutting,holding
3984,book,stone
3985,ocean,forest
3986,slow,fast
3987,things,scenes
3988,stones,sugar
3989,hot,cold
3990,past,future
3991,mountain,furniture
3992,powerful,powerless
3993,mountain,stone
3994,vegetables,ants
3995,carrot,parrot
3996,stone,dog
3997,necklace,star
3998,sky,plain
3999, soap dish, box .
4000, wedding, weed ##ing
4001,story,songs
4002,fish,shop
4003,breath,feet
4004,asia,europe
4005,c,a
4006,longer,shorter
4007, re ##lish, relic
4008,rabbit,lion
4009,mall,restaurant
4010,apple,banana
4011, helps, prevents from
4012,liquid,solid
4013,food,air
4014, her, his .
4015,praised,criticized
4016, important, un ##im ##port ##ant
4017,ball,badminton
4018, mid - autumn, spring
4019,mice,dogs
4020,snow,rain
4021, a paper, an album can
4022,humans,dogs
4023,funny,health
4024,turtles,cats
4025,opera,movie
4026, bees, cater ##pi ##llar
4027,cat,sister
4028,wines,milk
4029,box,system
4030,matter,mother
4031,men,women
4032, we with eyes, the blind can ' t any
4033, jo ##g, jump
4034,toy,top
4035, if understand, without understanding
4036,panda,dinosaur
4037,pen,drill
4038,older,younger
4039,egg,elephant
4040,cigarette,salt
4041,fares,fires
4042,plane,bus
4043,market,hospital
4044, white house, cottage
4045,smoking,swimming
4046,loved,hated
4047,salad,food
4048,tragedy,comedy
4049,ducks,cats
4050, mp3, mobile phone
4051,pork,beef
4052,bed,girlfriend
4053,dogs,flowers
4054,hospital,cinema
4055, cattle, pig .
4056,bigger,smaller
4057,.,stand
4058,scenes,feelings
4059, bread, a pill
4060,storage,story
4061,company,country
4062,hospital,hotel
4063,ass,head
4064,tiger,border
4065,stone,meadow
4066,bread,gold
4067,water,oil
4068,kiss,hug
4069,summer,winter
4070,flew,climbed
4071,tired,happy
4072,some,less
4073,car,airplane
4074,building,family
4075,,
4076,nine,one
4077,test,class
4078,flood,flame
4079,small,glossy
4080, praised, sc ##old ##ed
4081,house,horse
4082,birds,fish
4083,bikes,cars
4084,slower,faster
4085,exercise,eat
4086,bamboo,stone
4087,about,at
4088,fat,slim
4089,legally,illegally
4090,sad,fit
4091,watch,book
4092, water, universe .
4093,short,long
4094,criminal,innocent
4095, cal ##cula ##tor, cell phone
4096, the deaf are, oscar is
4097, buildings, pudding ##s
4098, some physical activity, more drinks
4099,water,cloth
4100,waiter,water
4101,something,money
4102, play with, catch
4103, writing emails, telling the date
4104,playing,eating
4105,dogs,people
4106,shark,horse
4107, wi ##fi, gps
4108,bananas,grapes
4109,books,planes
4110, cam ##mel ##s, horses
4111,stone,balloon
4112, water ##mel ##on, stone
4113,tape,rope
4114, tall building, tree
4115,dynamite,mercury
4116, dining room, bathroom
4117,school,bank
4118,microphone,microscope
4119,face,clothes
4120, rains, snow ##s
4121,,
4122, mouth ##wash, computer
4123, une ##x ##pen ##sive, expensive
4124,pearls,peaks
4125,band,playground
4126,computer,tv
4127,children,dogs
4128,inside,outside
4129,mars,earth
4130,bigger,smaller
4131, entrance ##way, exit
4132,beautiful,ugly
4133,teacher,cook
4134,dog,brother
4135,cabinet,pillow
4136, sneakers, ##s
4137,suit,suitcase
4138,chair,desk
4139,##ising,.
4140,house,later
4141,captain,capital
4142,gasoline,water
4143,ears,feet
4144,gifts,homework
4145,refrigerator,oven
4146,gardener,vet
4147, flash ##man, than ##os
4148, floor ##ing, oven
4149, li ke ##qi ##ang, xi ##jin ##ping
4150, sea ##horse ##s, horses
4151,nest,monster
4152, not,
4153,park,bar
4154, ins ##ulator, conductor
4155,elevator,wings
4156,hundred,thousand
4157, plays badminton, runs
4158,stone,finger
4159,eggs,stones
4160,resume,dog
4161, ##rs, glue
4162,five,seven
4163,mammal,worm
4164,dogs,stars
4165,fat,flat
4166,air,money
4167,hospital,home
4168,ears,hair
4169,loves,hates
4170, stones, home fries
4171,child,driver
4172,sun,flower
4173, provincial,
4174,feet,hands
4175,flower,trunk
4176, is, can feel like
4177,beds,rivers
4178,public,private
4179,bitterness,spicy
4180,bomb,garage
4181,four,two
4182,beans,sand
4183, up ##hill, downhill
4184,a,no
4185, fa ##uce ##t, computer
4186,cat,dinosaur
4187,dress,book
4188,plan,plant
4189, viruses, vega ##table ##s
4190,neptune,mars
4191,newspaper,ticket
4192,baby,tiger
4193, gold ##fish, dogs
4194,school,hotel
4195,stain,clean
4196,foot,feet
4197, lipstick, chop ##stick
4198,japanese,chinese
4199,football,foot
4200, logical, ill ##ogical
4201, le ##mur, elephant
4202,fruit,hardware
4203,roof,car
4204,cheap,expensive
4205,dirty,clear
4206, necklace ##s, shoes
4207, the arctic pole warmer, antarctica colder
4208,honors,honor
4209, mobile ##phone, bike
4210, good, bad .
4211, bones, don ' t meat
4212,pleasure,revenge
4213, praised ., punished
4214,singing,eating
4215,trunks,necks
4216, cater ##pi ##llar, lion
4217,##da,##is
4218,hurt,help
4219,up,down
4220, friends, fi ##end ##s
4221,step,hand
4222,square,oval
4223,water,stone
4224, grill, wash ##er
4225,eating,playing
4226,scientist,musician
4227,cold,hot
4228, an iron, a baking oven
4229,potatoes,apples
4230, groom ##ing, eating
4231,pest,viper
4232,hearing,vision
4233,.,sick
4234,business,buses
4235,doctor,judge
4236,woman,man
4237, wheels, car window
4238,stone,soap
4239,easy,hard
4240,elevator,balcony
4241,person,stone
4242,coffee,sugar
4243, mid - autumn festival, christmas
4244, the bird, joe
4245,library,kitchen
4246,swimming,home
4247,change,stable
4248, students, sales ##men
4249,carrot,parrot
4250,shorts,skirts
4251,refrigerator,stove
4252, wear shoes, we ##at skate ##s
4253, refrigerator ##s, baskets
4254,colder,hotter
4255,grandma,baby
4256, the sun, japan
4257,toy,moon
4258,sad,joy
4259,physicist,painter
4260,net,mars
4261,clock,oven
4262, bread, a contract
4263,happy,angry
4264,slower,faster
4265,shark,fox
4266,photograph,photographer
4267,heat,sound
4268,complex,simple
4269,eat,surf
4270,computer,tree
4271,square,round
4272, an en ##er ##my, friend
4273, jars, chop ##stick ##s
4274, water ##mel ##on, apple
4275,glass,fish
4276,music,words
4277,longer,shorter
4278, dry cleaner, gym
4279,elephant,bird
4280, privacy, expo ##sal
4281,lion,seeds
4282,talk,watch
4283,pigs,people
4284,bad,good
4285,earth,mars
4286,plug,electricity
4287,town,city
4288,74,1000
4289,money,charge
4290, i, my dog
4291,teach,teacher
4292,france,canada
4293, .,
4294,stone,store
4295, mega ##city, magazine
4296,stone,lawn
4297,mercury,earth
4298, dat ##um, book
4299,sick,dead
4300,basket,bucket
4301,toilet,kitchen
4302,tv,doll
4303, ami ##able, devils
4304, opaque, luce ##nt
4305, store, del ##ete
4306, takes out of microwave oven, took from refrigerator
4307, an ocean has, a forest is a group of
4308,principal,teacher
4309, bread, a sun
4310,meat,meet
4311, tomato, pot ##ah ##to
4312,monitor,guard
4313,,
4314,happy,afraid
4315,spoon,blade
4316,stones,documents
4317,branch,sun
4318,good,harmful
4319, cook, dresser
4320,two,one
4321,animal,plant
4322,last,first
4323,##board,##m
4324,mars,earth
4325,meter,day
4326,swimming,flying
4327,to,for
4328,tail,hand
4329,printer,tractor
4330,, not
4331,glass,gold
4332,jumping,flying
4333,stone,drug
4334,books,clothes
4335,beat,kiss
4336,police,hospital
4337,uranium,carbon
4338, my cat is, i am
4339,wendy,windy
4340,judge,teacher
4341,cold,hot
4342, se ##w, cut
4343,private,public
4344,hair,hare
4345, hang ##er, hunger
4346,ear,mouth
4347,grass,glass
4348,dog,student
4349,plane,spaceship
4350,stone,water
4351,cheap,expensive
4352,snake,dog
4353,policeman,baby
4354, perfume, pepper spray
4355,a,no
4356,constant,changing
4357, tv, tea ##ke ##ttle
4358,study,bathroom
4359,physicist,biologist
4360, sue, a man
4361,trains,trees
4362, chop ##stick ##s, hand
4363, car ##ni ##vor ##es, herb ##ivo ##res
4364, timer, an ear ##phone
4365, someone is having a, nobody has
4366, criticism, giving gift
4367, water ., fire
4368,snakes,dolphins
4369,at,about
4370, a tire, french
4371,shorter,taller
4372,woman,man
4373,cooking,reception
4374,guitar,ball
4375, higher, lower
4376, cotton ., plastic
4377,boat,car
4378,dress,stone
4379, bread, a desk
4380,plastic,bones
4381,pond,meadow
4382,salt,fresh
4383, read a book, play ve ##dio games
4384,talk,listen
4385, letter, e - mail
4386,balcony,balance
4387,swear,sweater
4388,air,ants
4389, mark twain, stephen hawk ##ing
4390,eat,imply
4391,doctor,lawyer
4392, det ##est ##ing, smiling
4393,animals,plant
4394,dance,eat
4395, police ##r, sanitation workers
4396, sea ##horse, horse
4397,dinosaur,mouse
4398,moon,sun
4399,yellow,blue
4400, dress, t - shirt
4401,person,toy
4402, clothes, a coat
4403,soil,stone
4404,laugh,cry
4405, studios, students .
4406,glass,diamonds
4407,duck,sparrow
4408,, rubbish
4409,focused,distracted
4410,summer,winter
4411,oil,water
4412, santa claus, sarah
4413,wheat,sand
4414,fish,birds
4415,pen,drill
4416,different,relationship
4417,restaurant,astronaut
4418,sheep,whale
4419,alcohol,syrup
4420, worthless, a collect ##able item
4421, he ##ifer, dolphin
4422,car,ship
4423,hot,cold
4424,king,kid
4425,less,more
4426,, not
4427,life,knife
4428,pen,branch
4429, living room, bathroom
4430,laugh,sleep
4431,picture,me
4432,us,china
4433,school,meeting
4434,moon,china
4435,sweet,bitter
4436,loved,laughed
4437,formal,informal
4438, summer, the deep ocean .
4439, an examination, a living panda
4440, sadness, happiness .
4441,happy,sad
4442,teenagers,policemen
4443,restaurant,hospital
4444,mercury,venus
4445,apples,anything
4446,hospital,restaurant
4447,cats,cakes
4448,tomatoes,apples
4449,book,knife
4450, cigarette, co ##rro ##t
4451,water,fire
4452, supermarket, a police office
4453,voluntary,forced
4454,chef,doctor
4455,sunlight,water
4456, math ##s a, basketball
4457, word document, browser
4458,dog,dinosaur
4459, per ##vert, teacher
4460,entertaining,annoying
4461,aliens,people
4462, landlord, ##er
4463,beans,bar
4464,cat,shark
4465,rail,trail
4466,dog,person
4467,stone,steak
4468,work,sleep
4469, dinner no ##uri ##sh ##ment, lunch getting fat
4470,cooked,painted
4471,horse,tiger
4472,breaking,washing
4473,question,notice
4474,mars,.
4475,hike,bike
4476,nature,supermarket
4477,stone,bread
4478,hiking,robot
4479, near, far from
